t; x; y; theta
838152102.153000; 0.00; 0.00; 0.00
838166798.576000; 0.00; 0.00; 0.00
838183703.083000; 0.00; 0.00; 0.00
838200706.818001; 0.00; 0.00; 0.00
838217662.702999; 0.00; 0.00; 0.00
838231603.410999; 0.00; 0.00; 0.00
838248599.715000; 0.00; 0.00; 0.00
838263119.188000; 0.00; 0.00; 0.00
838280050.449001; 0.00; 0.00; 0.00
838297438.981998; 0.00; 0.00; 0.00
838311402.900002; 0.00; 0.00; 0.00
838328438.594002; 0.00; 0.00; 0.00
838343062.656002; 0.00; 0.00; 0.00
838360060.632000; 0.00; 0.00; 0.00
838377057.824001; 0.00; 0.00; 0.00
838391406.311001; 0.00; 0.00; 0.00
838408419.409000; 0.00; 0.00; 0.00
838423098.404003; 0.00; 0.00; 0.00
838440054.193001; 0.00; 0.00; 0.00
838457005.299000; 0.00; 0.00; 0.00
838471267.700001; 0.00; 0.00; 0.00
838488302.334999; 0.00; 0.00; 0.00
838503243.346001; 0.00; 0.00; 0.00
838520346.093002; 0.00; 0.00; 0.00
838535004.647999; 0.00; 0.00; 0.00
838552079.708000; 0.00; 0.00; 0.00
838569303.128002; 0.00; 0.00; 0.00
838583130.764004; 0.00; 0.00; 0.00
838600147.857002; 0.00; 0.00; 0.00
838617198.758999; 0.00; 0.00; 0.00
838631863.703999; 0.00; 0.00; 0.00
838648861.538002; 0.00; 0.00; 0.00
838663452.392002; 0.00; 0.00; 0.00
838679465.892998; 0.00; 0.00; 0.00
838696588.274998; 0.00; 0.00; 0.00
838711181.774998; 0.00; 0.00; 0.00
838728260.859001; 0.00; 0.00; 0.00
838742945.623001; 0.00; 0.00; 0.00
838759959.070999; 0.00; 0.00; 0.00
838776972.269001; 0.00; 0.00; 0.00
838791529.448997; 0.00; 0.00; 0.00
838808500.317001; 0.00; 0.00; 0.00
838823214.224998; 0.00; 0.00; 0.00
838840302.388000; 0.00; 0.00; 0.00
838855181.364998; 0.00; 0.00; 0.00
838872336.532001; 0.00; 0.00; 0.00
838887311.030998; 0.00; 0.00; 0.00
838904431.484001; 0.00; 0.00; 0.00
838918863.178001; 0.00; 0.00; 0.00
838935894.978001; 0.00; 0.00; 0.00
838952986.613003; 0.00; 0.00; 0.00
838967572.188999; 0.00; 0.00; 0.00
838984643.724998; 0.00; 0.00; 0.00
838998945.632000; 0.00; 0.00; 0.00
839015984.793999; 0.00; 0.00; 0.00
